"m/z","RT","intensity","traceID","envelopeID"
"662.564026","2352.81","3.541854","0","0"
"662.564087","2340.01","5.220062","0","0"
"662.565186","2288.54","1.560013","0","0"
"662.565186","2327.47","4.89641","0","0"
"662.565369","2316.64","7.112808","0","0"
"662.565674","2311.98","2.054565","0","0"
"662.566101","2377.75","3.145473","0","0"
"662.566895","2368.54","5.141849","0","0"
"662.567871","2335.28","7.410995","0","0"
"662.567993","2285.46","2.618209","0","0"
"662.570374","2380.81","2.200029","0","0"
"662.571533","2370.08","7.556798","0","0"
"662.573059","2290.07","1.880027","0","0"
"662.574341","2365.46","10.996504","0","0"
"662.577332","2379.28","3.84008","0","0"
"662.578613","2338.42","3.467344","0","0"
"662.581238","2324.37","1.440032","0","0"
"662.58136","2287.0","2.745517","0","0"
"662.583801","2322.82","1.29458","0","0"
"662.587463","2371.62","5.87652","0","0"
"662.588684","2362.38","12.829478","0","0"
"662.589294","2332.14","2.405522","0","0"
"662.589783","2377.75","1.132392","0","0"
"662.591187","2367.0","9.538454","0","0"
"662.592346","2336.85","1.676411","0","0"
"662.595276","2302.49","1.938234","0","0"
"662.595276","2311.98","1.643689","0","0"
"662.595459","2376.22","5.656541","0","0"
"662.596558","2327.47","2.452816","0","0"
"662.596558","2368.54","2.644448","0","0"
"662.596741","2321.27","2.618273","0","0"
"662.601807","2315.09","1.50551","0","0"
"662.603149","2370.08","2.931024","0","0"
"662.604248","2310.4","2.129527","0","0"
"662.605225","2374.69","8.179609","0","0"
"662.605347","2288.54","1.560061","0","0"
"662.60614","2351.21","5.327499","0","0"
"662.606384","2316.64","2.371004","0","0"
"662.608093","2329.03","9.620405","0","0"
"662.608337","2377.75","3.648879","0","0"
"662.608765","2338.42","1.448789","0","0"
"662.609619","2324.37","5.407527","0","0"
"662.610046","2344.81","4.836565","0","0"
"662.611206","2379.28","4.480185","0","0"
"662.611938","2363.92","5.500185","0","0"
"662.613098","2341.6","2.72557","0","0"
"662.613403","2327.47","1.632805","0","0"
"662.614136","2352.81","5.863913","0","0"
"662.614624","2319.73","2.15283","0","0"
"662.614746","2333.71","7.807657","0","0"
"662.615845","2373.15","4.407424","0","0"
"662.616455","2335.28","4.62931","0","0"
"662.616638","2332.14","3.50017","0","0"
"662.616943","2380.81","2.938318","0","0"
"662.617126","2313.54","6.507581","0","0"
"662.617615","2354.41","2.920129","0","0"
"662.62085","2336.85","6.711274","0","0"
"662.622681","2300.92","5.032962","0","0"
"662.622864","2322.82","3.883848","0","0"
"662.623352","2302.49","1.938282","0","0"
"662.623474","2299.35","4.349295","0","0"
"662.623901","2348.01","5.443903","0","0"
"662.624207","2349.6","3.230707","0","0"
"662.624451","2340.01","2.463762","0","0"
"662.625366","2315.09","3.905678","0","0"
"662.625549","2293.16","8.498656","0","0"
"662.625793","2288.54","4.674804","0","0"
"662.626221","2310.4","3.312913","0","0"
"662.62677","2346.41","3.325639","0","0"
"662.628113","2321.27","7.062279","0","0"
"662.628296","2285.46","6.691332","0","0"
"662.628845","2311.98","7.39679","0","0"
"662.629395","2294.7","7.960459","0","0"
"662.630005","2297.8","6.407632","0","0"
"662.630493","2287.0","4.942079","0","0"
"662.63208","2290.07","11.753397","0","0"
"662.634155","2308.82","9.055068","0","0"
"662.635498","2316.64","4.742112","0","0"
"662.639099","2304.06","6.296787","0","0"
"662.640076","2291.61","7.382329","0","0"
"662.640503","2329.03","1.560104","0","0"
"662.640503","2332.14","5.467654","0","0"
"662.642212","2335.28","1.112803","0","0"
"662.642456","2343.2","7.567756","0","0"
"662.642456","2354.41","2.123774","0","0"
"662.646545","2357.6","25.661791","3506","3"
"662.647156","2313.54","2.320164","0","0"
"662.647461","2351.21","2.637288","0","0"
"662.648376","2299.35","3.139507","0","0"
"662.648499","2356.0","12.197179","0","0"
"662.648621","2340.01","2.46746","0","0"
"662.648682","2338.42","4.074853","0","0"
"662.649353","2341.6","2.334727","0","0"
"662.650391","2302.49","1.640118","0","0"
"662.651306","2362.38","99.671883","3506","3"
"662.651367","2376.22","49.859913","3506","3"
"662.651367","2380.81","52.91988","3506","3"
"662.651428","2373.15","38.847515","3506","3"
"662.651489","2368.54","119.488045","3506","3"
"662.651611","2318.19","6.316796","0","0"
"662.651978","2371.62","84.663055","3506","3"
"662.6521","2367.0","101.142448","3506","3"
"662.652161","2382.34","43.772251","3506","3"
"662.652771","2346.41","1.276462","0","0"
"662.652893","2300.92","3.360256","0","0"
"662.65332","2365.46","115.372055","3506","3"
"662.653381","2315.09","1.669222","0","0"
"662.653809","2363.92","111.045334","3506","3"
"662.654114","2287.0","1.098266","0","0"
"662.654236","2360.79","77.613144","3506","3"
"662.654785","2379.28","79.686684","3506","3"
"662.656372","2374.69","67.174263","3506","3"
"662.656372","2377.75","78.350128","3506","3"
"662.656799","2324.37","4.200328","0","0"
"662.657288","2359.19","64.692505","3506","3"
"662.657715","2370.08","103.719498","3506","3"
"662.658691","2349.6","5.418617","0","0"
"662.660828","2348.01","1.194638","0","0"
"662.66156","2288.54","2.080169","0","0"
"662.661865","2333.71","1.232829","0","0"
"662.661926","2344.81","5.091329","0","0"
"662.664062","2335.28","1.669234","0","0"
"662.664795","2336.85","1.007356","0","0"
"662.66626","2293.16","3.57851","0","0"
"662.668152","2296.25","1.643778","0","0"
"662.671631","2352.81","3.502118","0","0"
"662.672485","2302.49","2.236571","0","0"
"662.673035","2294.7","2.931182","0","0"
"662.673279","2308.82","1.207384","0","0"
"662.674561","2329.03","3.120297","0","0"
"662.674988","2313.54","2.133286","0","0"
"662.676086","2382.34","30.27947","0","0"
"662.676697","2373.15","28.226393","0","0"
"662.678589","2380.81","21.620283","0","0"
"662.679443","2332.14","3.714904","0","0"
"662.679504","2376.22","30.583012","0","0"
"662.680176","2354.41","4.061847","0","0"
"662.682251","2356.0","6.949805","0","0"
"662.683228","2322.82","1.294673","0","0"
"662.68573","2338.42","2.112936","0","0"
"662.687012","2374.69","7.300756","0","0"
"662.68927","2336.85","2.012929","0","0"
"662.690125","2315.09","2.229323","0","0"
"662.691284","2343.2","2.142036","0","0"
"662.69165","2351.21","2.796663","0","0"
"662.692871","2316.64","1.778368","0","0"
"662.694275","2313.54","5.113276","0","0"
"662.695007","2290.07","4.462259","0","0"
"662.69574","2341.6","4.018629","0","0"
"662.697083","2346.41","2.294791","0","0"
"662.700256","2304.06","1.400154","0","0"
"662.702637","2291.61","1.298328","0","0"
"662.7052","2344.81","1.272873","0","0"
"662.70575","2352.81","2.315537","0","0"
"662.705811","2349.6","1.003749","0","0"
"662.706299","2294.7","1.254691","0","0"
"662.70636","2348.01","1.460167","0","0"
"662.708984","2308.82","4.980604","0","0"
"662.711121","2287.0","1.812216","0","0"
"662.711731","2338.42","1.17723","0","0"
"662.712219","2305.65","3.687697","0","0"
"662.71405","2310.4","3.142197","0","0"
"662.715393","2325.93","4.14959","0","0"
"662.716919","2293.16","1.789308","0","0"
"662.718933","2300.92","2.012978","0","0"
"662.720093","2333.71","1.232879","0","0"
"662.722412","2363.92","2.200282","0","0"
"662.72522","2290.07","1.880244","0","0"
"662.72583","2296.25","6.164414","0","0"
"662.726868","2322.82","3.229506","0","0"
"662.727844","2324.37","7.215469","0","0"
"662.728455","2380.81","2.203929","0","0"
"662.730286","2300.92","1.074326","0","0"
"662.732422","2371.62","8.073807","0","0"
"662.732849","2370.08","3.673229","0","0"
"662.735291","2319.73","7.171869","0","0"
"662.737122","2365.46","2.274859","0","0"
"662.737732","2325.93","1.77843","0","0"
"662.738159","2299.35","2.542902","0","0"
"662.73822","2377.75","8.808492","0","0"
"662.738342","2373.15","1.100151","0","0"
"662.741089","2294.7","2.934962","0","0"
"662.741089","2321.27","10.452356","0","0"
"662.741272","2367.0","5.500769","0","0"
"662.741638","2335.28","11.670693","0","0"
"662.74176","2340.01","10.28513","0","0"
"662.742554","2316.64","7.410147","0","0"
"662.742859","2332.14","9.190395","0","0"
"662.743164","2313.54","5.802659","0","0"
"662.743774","2338.42","11.745294","0","0"
"662.743835","2329.03","10.661537","0","0"
"662.743896","2308.82","2.56583","0","0"
"662.744141","2352.81","5.744458","0","0"
"662.744263","2311.98","7.397433","0","0"
"662.744446","2346.41","7.166482","0","0"
"662.744751","2354.41","8.757638","0","0"
"662.745361","2348.01","4.262431","0","0"
"662.746704","2291.61","5.851764","0","0"
"662.746765","2287.0","6.040879","0","0"
"662.746887","2315.09","11.147094","0","0"
"662.74707","2330.57","18.438965","0","0"
"662.74884","2349.6","12.869196","0","0"
"662.749023","2351.21","6.660972","0","0"
"662.749023","2360.79","9.974574","0","0"
"662.749146","2362.38","5.50077","0","0"
"662.749329","2359.19","8.68819","0","0"
"662.749695","2343.2","15.145932","0","0"
"662.751587","2379.28","6.080914","0","0"
"662.751953","2318.19","4.913461","0","0"
"662.751953","2382.34","6.319495","0","0"
"662.752441","2304.06","6.704618","0","0"
"662.752563","2293.16","6.039098","0","0"
"662.753113","2322.82","3.748922","0","0"
"662.753418","2356.0","6.013993","0","0"
"662.753479","2333.71","8.424905","0","0"
"662.754089","2310.4","6.624622","0","0"
"662.754944","2344.81","11.965473","0","0"
"662.756287","2324.37","3.909695","0","0"
"662.756897","2305.65","3.687826","0","0"
"662.75885","2341.6","9.350569","0","0"
"662.758911","2380.81","5.138976","0","0"
"662.760803","2365.46","1.469317","0","0"
"662.76178","2285.46","4.946223","0","0"
"662.761963","2363.92","3.300527","0","0"
"662.763306","2376.22","10.981639","0","0"
"662.764587","2307.23","5.445214","0","0"
"662.767151","2374.69","1.462041","0","0"
"662.768616","2319.73","3.582397","0","0"
"662.769287","2329.03","1.560255","0","0"
"662.769531","2357.6","2.67861","0","0"
"662.770508","2327.47","2.72769","0","0"
"662.770691","2362.38","21.25618","0","0"
"662.771057","2302.49","4.324311","0","0"
"662.771729","2294.7","3.571495","0","0"
"662.7724","2290.07","6.81929","0","0"
"662.773315","2348.01","5.188147","0","0"
"662.77478","2300.92","1.310399","0","0"
"662.775085","2368.54","17.968443","0","0"
"662.775208","2297.8","1.945045","0","0"
"662.775452","2322.82","5.169957","0","0"
"662.775757","2367.0","8.149745","0","0"
"662.775879","2315.09","3.342391","0","0"
"662.776184","2336.85","24.325897","0","0"
"662.776855","2321.27","1.960321","0","0"
"662.777222","2296.25","3.287827","0","0"
"662.777588","2325.93","10.374436","0","0"
"662.783081","2305.65","1.758847","0","0"
"662.783875","2365.46","7.479452","0","0"
"662.783997","2288.54","6.495657","0","0"
"662.784424","2352.81","3.124167","0","0"
"662.784729","2310.4","3.138728","0","0"
"662.786255","2346.41","5.008141","0","0"
"662.786255","2371.62","15.768167","0","0"
"662.786377","2291.61","3.473345","0","0"
"662.787598","2318.19","13.336942","0","0"
"662.788025","2327.47","9.843599","0","0"
"662.789185","2363.92","2.569545","0","0"
"662.789612","2304.06","6.428416","0","0"
"662.789673","2333.71","7.274393","0","0"
"662.790344","2351.21","2.240395","0","0"
"662.791321","2330.57","5.059092","0","0"
"662.791748","2373.15","16.716118","0","0"
"662.793396","2285.46","5.237313","0","0"
"662.793396","2370.08","17.614157","0","0"
"662.7948","2311.98","8.219651","0","0"
"662.795044","2329.03","9.621844","0","0"
"662.796265","2313.54","4.646308","0","0"
"662.796814","2338.42","4.821981","0","0"
"662.797424","2356.0","4.964551","0","0"
"662.798096","2300.92","2.856885","0","0"
"662.80011","2324.37","10.22011","0","0"
"662.800476","2379.28","41.991871","0","0"
"662.80072","2341.6","1.174765","0","0"
"662.800903","2374.69","31.771435","0","0"
"662.801208","2380.81","37.75795","0","0"
"662.80127","2382.34","37.523399","0","0"
"662.801575","2321.27","7.71164","0","0"
"662.801819","2377.75","48.452888","0","0"
"662.80249","2293.16","8.276114","0","0"
"662.802551","2376.22","31.249487","0","0"
"662.802856","2335.28","12.782439","0","0"
"662.803284","2359.19","4.03929","0","0"
"662.803467","2325.93","7.410534","0","0"
"662.803711","2332.14","12.475094","0","0"
"662.804077","2302.49","8.499823","0","0"
"662.804199","2290.07","5.408288","0","0"
"662.804871","2322.82","5.17189","0","0"
"662.804993","2344.81","2.291351","0","0"
"662.805481","2360.79","3.71706","0","0"
"662.806152","2310.4","5.224638","0","0"
"662.806213","2343.2","9.971025","0","0"
"662.806213","2357.6","3.618867","0","0"
"662.807007","2294.7","2.091307","0","0"
"662.807922","2299.35","5.521029","0","0"
"662.809692","2297.8","3.673445","0","0"
"662.809998","2296.25","3.904391","0","0"
"662.809998","2362.38","4.770004","0","0"
"662.810181","2319.73","11.840443","0","0"
"662.810486","2349.6","5.295567","0","0"
"662.811401","2307.23","7.268682","0","0"
"662.811401","2352.81","1.722878","0","0"
"662.814087","2354.41","8.348883","0","0"
"662.814453","2368.54","14.662922","0","0"
"662.814514","2308.82","13.886395","0","0"
"662.815735","2348.01","5.321052","0","0"
"662.816101","2346.41","4.228119","0","0"
"662.816406","2304.06","2.936953","0","0"
"662.816956","2363.92","3.669826","0","0"
"662.8172","2351.21","2.799462","0","0"
"662.818665","2305.65","9.645561","0","0"
"662.819397","2291.61","5.42291","0","0"
"662.821106","2333.71","1.849469","0","0"
"662.824402","2285.46","1.163874","0","0"
"662.824524","2340.01","7.38515","0","0"
"662.8255","2313.54","3.713498","0","0"
"662.82782","2371.62","4.988678","0","0"
"662.828308","2367.0","5.139255","0","0"
"662.829102","2318.19","3.158843","0","0"
"662.829468","2300.92","3.926285","0","0"
"662.830505","2322.82","1.55378","0","0"
"662.831421","2319.73","1.433032","0","0"
"662.832764","2310.4","1.393019","0","0"
"662.833557","2327.47","1.091143","0","0"
"662.833801","2288.54","2.596915","0","0"
"662.834717","2315.09","5.579374","0","0"
"662.836304","2311.98","4.931946","0","0"
"662.836792","2341.6","6.357753","0","0"
"662.836914","2379.28","5.441214","0","0"
"662.837646","2294.7","6.074038","0","0"
"662.838318","2299.35","1.305009","0","0"
"662.839172","2376.22","1.331197","0","0"
"662.839233","2321.27","1.309376","0","0"
"662.841248","2343.2","1.52397","0","0"
"662.842773","2316.64","4.446431","0","0"
"662.843567","2374.69","1.462142","0","0"
"662.843689","2338.42","1.660368","0","0"
"662.843994","2290.07","6.812423","0","0"
"662.844482","2325.93","4.742897","0","0"
"662.845215","2370.08","4.76651","0","0"
"662.847473","2382.34","4.279135","0","0"
"662.851196","2365.46","27.133501","0","0"
"662.851318","2362.38","21.637571","0","0"
"662.851318","2368.54","9.82515","0","0"
"662.851868","2367.0","5.874069","0","0"
"662.852234","2363.92","16.136408","0","0"
"662.852722","2351.21","25.343992","0","0"
"662.852905","2360.79","47.299805","0","0"
"662.853577","2354.41","45.863132","0","0"
"662.854248","2349.6","15.896713","0","0"
"662.854675","2348.01","15.176247","0","0"
"662.855164","2359.19","69.428642","0","0"
"662.855835","2352.81","35.833637","0","0"
"662.85675","2357.6","64.194","0","0"
"662.857056","2356.0","68.048332","0","0"
"662.857422","2300.92","3.868206","0","0"
"662.857971","2371.62","4.770203","0","0"
"662.858337","2319.73","3.582653","0","0"
"662.858398","2322.82","2.264155","0","0"
"662.862244","2380.81","1.469433","0","0"
"662.864868","2315.09","4.735678","0","0"
"662.86615","2297.8","4.408315","0","0"
"662.867188","2308.82","2.717008","0","0"
"662.86908","2340.01","1.303948","0","0"
"662.869629","2376.22","2.995258","0","0"
"662.87262","2382.34","1.316682","0","0"
"662.873657","2370.08","3.673632","0","0"
"662.874023","2305.65","2.978895","0","0"
"662.874817","2296.25","1.438532","0","0"
"662.874817","2338.42","2.560624","0","0"
"662.87677","2311.98","1.644036","0","0"
"662.882874","2341.6","3.497252","0","0"
"662.88324","2322.82","2.586099","0","0"
"662.884338","2379.28","6.081538","0","0"
"662.88501","2335.28","2.597005","0","0"
"662.890747","2333.71","3.288121","0","0"
"662.891174","2336.85","1.003891","0","0"
"662.893188","2380.81","4.770309","0","0"
"662.893799","2368.54","5.505055","0","0"
"662.89563","2290.07","1.126109","0","0"
"662.896301","2376.22","2.329691","0","0"
"662.896484","2362.38","9.913456","0","0"
"662.896545","2294.7","1.258506","0","0"
"662.898254","2343.2","4.035602","0","0"
"662.898743","2363.92","11.010201","0","0"
"662.898804","2296.25","1.43856","0","0"
"662.902283","2367.0","5.143167","0","0"
"662.904724","2310.4","3.142651","0","0"
"662.905579","2319.73","1.43311","0","0"
"662.905579","2338.42","2.106013","0","0"
"662.90863","2325.93","2.667993","0","0"
"662.908997","2340.01","3.771917","0","0"
"662.910583","2344.81","2.036914","0","0"
"662.911011","2299.35","3.480189","0","0"
"662.911743","2382.34","4.279323","0","0"
"662.912109","2373.15","11.021054","0","0"
"662.913574","2294.7","1.254887","0","0"
"662.913635","2324.37","1.200326","0","0"
"662.91864","2370.08","2.204239","0","0"
"662.919617","2327.47","6.810862","0","0"
"662.919922","2318.19","8.073162","0","0"
"662.92041","2380.81","4.770407","0","0"
"662.921021","2293.16","2.684389","0","0"
"662.923828","2322.82","10.988533","0","0"
"662.926514","2379.28","7.362081","0","0"
"662.926941","2368.54","3.673757","0","0"
"662.927551","2290.07","3.52462","0","0"
"662.928284","2288.54","4.15392","0","0"
"662.928833","2285.46","1.454958","0","0"
"662.929016","2374.69","12.421649","0","0"
"662.929077","2377.75","6.607337","0","0"
"662.930603","2308.82","4.22665","0","0"
"662.930664","2311.98","4.932303","0","0"
"662.931641","2305.65","4.397617","0","0"
"662.931763","2365.46","2.204262","0","0"
"662.932251","2304.06","3.912018","0","0"
"662.932434","2310.4","1.393123","0","0"
"662.932739","2351.21","1.731405","0","0"
"662.93335","2376.22","4.326683","0","0"
"662.933411","2357.6","1.895085","0","0"
"662.933655","2299.35","3.809458","0","0"
"662.934509","2359.19","6.476398","0","0"
"662.935425","2325.93","1.185797","0","0"
"662.936157","2352.81","4.169909","0","0"
"662.936768","2291.61","4.557678","0","0"
"662.936768","2348.01","6.649181","0","0"
"662.937195","2362.38","4.397642","0","0"
"662.937317","2313.54","8.600688","0","0"
"662.937317","2354.41","6.107255","0","0"
"662.93811","2360.79","8.371482","0","0"
"662.938354","2319.73","4.306711","0","0"
"662.938416","2315.09","14.216834","0","0"
"662.938477","2296.25","6.576454","0","0"
"662.938538","2367.0","8.064142","0","0"
"662.938782","2371.62","8.078648","0","0"
"662.939026","2382.34","5.266979","0","0"
"662.939331","2333.71","2.466165","0","0"
"662.940002","2287.0","3.299145","0","0"
"662.941895","2327.47","5.989029","0","0"
"662.941956","2302.49","5.965284","0","0"
"662.942383","2346.41","9.206335","0","0"
"662.943604","2335.28","11.305087","0","0"
"662.943787","2332.14","13.989519","0","0"
"662.945496","2349.6","5.150627","0","0"
"662.946594","2293.16","1.789617","0","0"
"662.948303","2336.85","5.707169","0","0"
"662.949097","2340.01","3.621086","0","0"
"662.949768","2344.81","3.819322","0","0"
"662.950562","2288.54","1.248375","0","0"
"662.950745","2318.19","1.404059","0","0"
"662.950867","2343.2","3.030002","0","0"
"662.952881","2341.6","5.190652","0","0"
"662.953125","2299.35","1.84056","0","0"
"662.953125","2324.37","11.414353","0","0"
"662.953491","2356.0","2.071159","0","0"
"662.954529","2310.4","1.641224","0","0"
"662.955994","2368.54","2.200662","0","0"
"662.956299","2338.42","4.223095","0","0"
"662.960144","2290.07","5.645365","0","0"
"662.960876","2300.92","9.732063","0","0"
"662.960876","2325.93","1.422984","0","0"
"662.961182","2351.21","4.272244","0","0"
"662.961243","2297.8","17.207031","0","0"
"662.961792","2305.65","2.83724","0","0"
"662.962097","2308.82","3.019105","0","0"
"662.962646","2291.61","3.033672","0","0"
"662.964172","2304.06","4.1922","0","0"
"662.964722","2333.71","3.493813","0","0"
"662.966003","2307.23","5.552663","0","0"
"662.966919","2293.16","4.787314","0","0"
"662.968262","2319.73","3.230106","0","0"
"662.969238","2296.25","1.972982","0","0"
"662.970642","2285.46","7.275003","0","0"
"662.971008","2321.27","2.619014","0","0"
"662.971985","2340.01","1.160372","0","0"
"662.972351","2287.0","2.471691","0","0"
"662.973755","2302.49","2.382566","0","0"
"662.974487","2316.64","4.743322","0","0"
"662.97467","2299.35","2.007928","0","0"
"662.974915","2322.82","4.532343","0","0"
"662.974915","2348.01","2.742323","0","0"
"662.975952","2352.81","2.233438","0","0"
"662.976624","2294.7","10.69427","0","0"
"662.976807","2338.42","1.056702","0","0"
"662.979675","2327.47","1.636893","0","0"
"662.981506","2308.82","1.207664","0","0"
"662.981628","2373.15","26.695009","3507","3"
"662.981812","2357.6","11.958341","3507","3"
"662.983582","2377.75","41.537045","3507","3"
"662.98407","2362.38","59.809494","3507","3"
"662.984253","2310.4","1.746015","0","0"
"662.984314","2356.0","3.745221","0","0"
"662.98468","2374.69","45.645626","3507","3"
"662.984802","2370.08","72.074944","3507","3"
"662.985046","2293.16","1.789678","0","0"
"662.985962","2354.41","3.18649","0","0"
"662.986877","2363.92","30.066067","3507","3"
"662.987122","2344.81","3.437495","0","0"
"662.987183","2380.81","42.159214","3507","3"
"662.987793","2296.25","2.260744","0","0"
"662.988159","2291.61","1.083992","0","0"
"662.988159","2371.62","34.094685","3507","3"
"662.98938","2368.54","46.526234","3507","3"
"662.990479","2359.19","31.518784","3507","3"
"662.990845","2379.28","70.103333","3507","3"
"662.990906","2376.22","55.863922","3507","3"
"662.991272","2305.65","1.134917","0","0"
"662.992188","2360.79","58.769024","3507","3"
"662.992981","2302.49","3.430233","0","0"
"662.995544","2365.46","83.953613","3507","3"
"662.99762","2322.82","1.294978","0","0"
"662.998657","2367.0","89.446579","3507","3"
"662.999573","2382.34","46.154163","3507","3"
"662.999878","2285.46","4.656136","0","0"
"659.000183","2468.94","5.546865","0","0"
"659.000244","2449.74","4.64385","0","0"
"659.000671","2472.19","3.120687","0","0"
"659.001038","2402.34","14.236088","3498","3"
"659.001343","2438.53","2.680062","0","0"
"659.001648","2452.93","1.51302","0","0"
"659.00238","2383.87","67.797516","3498","3"
"659.00238","2391.54","48.295143","3498","3"
"659.002747","2403.9","11.528947","3498","3"
"659.00293","2418.23","3.378178","0","0"
"659.003113","2429.29","6.941349","0","0"
"659.003479","2470.57","5.530565","0","0"
"659.003784","2400.79","10.032635","3498","3"
"659.003967","2457.71","3.749897","0","0"
"659.004272","2426.2","1.020527","0","0"
"659.004517","2386.94","42.685303","3498","3"
"659.004578","2405.47","2.712705","0","0"
"659.004761","2393.07","43.067753","3498","3"
"659.005127","2456.12","5.215065","0","0"
"659.005676","2394.59","13.200878","3498","3"
"659.005676","2413.38","9.550655","0","0"
"659.006165","2385.4","46.042713","3498","3"
"659.006165","2477.12","3.493152","0","0"
"659.006348","2467.31","1.671872","0","0"
"659.006409","2388.47","45.966652","3498","3"
"659.006531","2390.01","29.972248","3498","3"
"659.007019","2396.13","27.707296","3498","3"
"659.007202","2436.98","3.982009","0","0"
"659.007812","2399.24","18.258236","3498","3"
"659.008179","2408.61","1.737147","0","0"
"659.009705","2419.85","1.60659","0","0"
"659.011169","2451.34","15.190116","0","0"
"659.011475","2446.52","5.456268","0","0"
"659.012756","2444.89","5.916844","0","0"
"659.014465","2427.74","2.024394","0","0"
"659.014771","2433.9","6.339335","0","0"
"659.015686","2416.61","2.321038","0","0"
"659.016602","2464.11","1.922117","0","0"
"659.019836","2459.31","4.014686","0","0"
"659.019958","2410.18","2.58943","0","0"
"659.021301","2407.03","4.700133","0","0"
"659.026489","2448.13","12.638927","0","0"
"659.027527","2405.47","1.595734","0","0"
"659.027649","2402.34","1.09888","0","0"
"659.028137","2443.28","13.469441","0","0"
"659.028381","2397.68","3.264005","0","0"
"659.031982","2408.61","3.610369","0","0"
"659.034668","2438.53","2.045447","3485","1"
"659.035278","2449.74","3.537825","0","0"
"659.035583","2457.71","9.204534","0","0"
"659.036011","2470.57","5.050181","0","0"
"659.036438","2452.93","4.631284","0","0"
"659.037537","2465.7","6.497241","0","0"
"659.037903","2400.79","2.226798","0","0"
"659.039001","2472.19","4.573279","0","0"
"659.040833","2414.99","6.763792","0","0"
"659.04303","2475.48","8.642454","0","0"
"659.0448","2441.68","12.365275","3485","1"
"659.045288","2446.52","3.211461","0","0"
"659.045532","2456.12","9.039629","0","0"
"659.045593","2468.94","2.015005","0","0"
"659.046631","2464.11","4.104746","0","0"
"659.047302","2477.12","17.79093","0","0"
"659.047485","2407.03","7.197261","0","0"
"659.048767","2423.05","38.673573","3485","1"
"659.049072","2419.85","27.173288","3485","1"
"659.049622","2467.31","7.104774","0","0"
"659.049805","2435.44","19.827333","3485","1"
"659.050049","2440.09","17.154434","3485","1"
"659.050415","2421.45","25.788311","3485","1"
"659.051025","2424.65","49.347298","3485","1"
"659.051025","2429.29","33.588985","3485","1"
"659.051331","2436.98","18.579824","3485","1"
"659.051392","2444.89","7.462041","0","0"
"659.051636","2433.9","21.575464","3485","1"
"659.052002","2432.37","32.432064","3485","1"
"659.052307","2416.61","18.336777","3485","1"
"659.052795","2430.83","40.039333","3485","1"
"659.053162","2418.23","19.535437","3485","1"
"659.053162","2426.2","37.104958","3485","1"
"659.053772","2448.13","1.784368","0","0"
"659.053894","2427.74","48.803589","3485","1"
"659.054504","2391.54","10.795012","0","0"
"659.054932","2390.01","12.430677","0","0"
"659.055176","2451.34","4.141739","0","0"
"659.055298","2385.4","11.32817","0","0"
"659.055847","2405.47","10.691718","0","0"
"659.056152","2402.34","5.653011","0","0"
"659.056335","2411.78","7.506986","0","0"
"659.056396","2397.68","16.53087","0","0"
"659.056824","2403.9","6.346078","0","0"
"659.058167","2438.53","10.150963","3485","1"
"659.058228","2413.38","6.022228","0","0"
"659.058411","2396.13","5.369408","0","0"
"659.058472","2383.87","13.021919","0","0"
"659.058899","2459.31","10.693521","0","0"
"659.059631","2386.94","18.579954","0","0"
"659.059753","2410.18","9.409652","0","0"
"659.059814","2388.47","9.208363","0","0"
"659.059875","2399.24","6.187988","0","0"
"659.060303","2443.28","2.468021","0","0"
"659.060791","2393.07","13.93038","0","0"
"659.06189","2394.59","18.42395","0","0"
"659.062988","2473.84","3.309423","0","0"
"659.064087","2452.93","4.635035","0","0"
"659.064636","2449.74","8.814871","0","0"
"659.064758","2400.79","6.482861","0","0"
"659.070557","2457.71","3.477376","0","0"
"659.074524","2441.68","1.907706","0","0"
"659.078064","2435.44","3.09006","0","0"
"659.078369","2429.29","1.461607","0","0"
"659.079712","2414.99","1.570416","0","0"
"659.082275","2396.13","3.430968","0","0"
"659.082336","2391.54","3.180726","0","0"
"659.085449","2451.34","1.033646","0","0"
"659.086914","2393.07","3.802734","0","0"
"659.087097","2403.9","1.646584","0","0"
"659.089539","2423.05","1.113441","0","0"
"659.090149","2388.47","2.593196","0","0"
"659.092712","2390.01","4.395741","0","0"
"659.095154","2468.94","4.749368","0","0"
"659.095215","2402.34","4.932528","0","0"
"659.096252","2400.79","2.228705","0","0"
"659.096985","2433.9","2.303058","0","0"
"659.097778","2472.19","5.021426","0","0"
"659.098511","2416.61","4.758455","0","0"
"659.099609","2467.31","2.192804","0","0"
"659.099854","2475.48","1.773182","0","0"
"659.100586","2411.78","1.991154","0","0"
"659.100769","2424.65","6.148659","0","0"
"659.101807","2436.98","2.65487","0","0"
"659.103027","2430.83","2.836226","0","0"
"659.10321","2444.89","3.124564","0","0"
"659.10376","2385.4","2.772394","0","0"
"659.106018","2440.09","2.330641","0","0"
"659.106323","2386.94","6.093179","0","0"
"659.106506","2396.13","1.28573","0","0"
"659.107239","2452.93","1.719147","0","0"
"659.107483","2429.29","8.39628","0","0"
"659.108276","2477.12","1.858779","0","0"
"659.109009","2388.47","1.439879","0","0"
"659.110046","2419.85","5.858884","0","0"
"659.111572","2407.03","7.344456","0","0"
"659.111938","2413.38","3.966014","0","0"
"659.112854","2457.71","2.556969","0","0"
"659.114136","2465.7","4.109268","0","0"
"659.114197","2473.84","4.937665","0","0"
"659.114258","2464.11","2.855831","0","0"
"659.114624","2408.61","1.073567","0","0"
